champion,kills,deaths,assists,gold,damage,win,duration
Zoe,8,4,3,14270,171275,1,2155
Veigar,24,10,3,24856,443343,1,2478
Aatrox,13,7,11,18992,261651,0,2187
Samira,4,10,5,12453,131507,0,1863
Caitlyn,0,11,0,5942,69255,0,1389
Kaisa,17,3,13,21385,334385,1,2363
Jinx,8,3,5,16330,247574,1,2049
Mordekaiser,5,1,0,6673,83504,1,940
Volibear,2,1,2,5593,94279,1,1010
Kindred,7,3,4,10661,155539,0,1423
Sett,8,5,20,15255,231698,1,2042
Kaisa,9,7,1,16993,257055,0,2329
Yasuo,14,4,6,18134,240288,1,1676
Zoe,7,10,10,11488,109214,0,2014
Swain,6,9,5,8678,45737,0,1645
Shyvana,1,9,2,11007,295227,0,1907
Veigar,7,4,6,15277,224114,1,2006
Zoe,3,1,2,7873,79428,1,1241
Kaisa,11,11,8,16001,213130,0,2047
Kaisa,9,6,10,14107,172064,1,1763
MissFortune,1,8,1,7978,70237,0,1368
Samira,6,4,3,9886,79138,1,1471
Kaisa,10,4,7,11365,108285,1,1335
Zoe,11,5,2,15315,123715,0,1834
Zoe,10,8,3,14874,173699,0,2331
Kaisa,9,3,3,10559,125918,0,1524
Kaisa,2,3,2,5214,45656,0,974
Darius,7,7,1,9605,90087,0,1593
Shyvana,19,10,7,20324,435320,0,2499
Mordekaiser,20,5,3,20811,295005,1,2077
Jinx,6,12,5,11569,135112,0,1920
Mordekaiser,4,5,7,13978,206148,1,1773
Belveth,2,12,8,10465,207496,0,1906
Camille,1,6,0,7051,75586,0,1471
Gwen,10,4,1,12824,142471,1,1395
Aatrox,8,4,5,17410,260534,1,2291
Aatrox,11,1,9,14362,178593,1,1658
Mordekaiser,11,7,5,15975,227585,0,1995
Lillia,0,11,4,7121,128973,0,1764
Chogath,3,1,1,8673,87055,1,991
Gwen,11,15,13,13773,98916,0,1159
Samira,4,2,0,4868,38950,0,709
Ornn,7,2,10,16545,205771,1,2042
Mordekaiser,10,2,1,10708,108420,1,1144
Akali,15,8,6,18745,260906,1,2579
Lillia,15,5,5,16155,365703,0,2021
Zyra,5,7,2,9186,106329,0,1535
AurelionSol,10,8,1,13606,160634,0,1828
Viktor,7,10,7,12513,170595,0,1932
Mordekaiser,11,13,6,22228,240854,0,1805
Yorick,1,5,1,9465,139057,0,1385
Udyr,3,7,8,9226,182257,0,1538
Aurora,6,9,3,13112,184806,0,1927
Aurora,0,10,3,4127,39930,0,1145
Udyr,13,8,4,14561,212322,0,1837
Belveth,3,7,4,9050,179661,0,1601
Darius,10,9,4,13474,147168,0,1719
Briar,5,8,8,8940,140029,0,1451
Aatrox,2,3,1,6768,67578,1,1016
Aatrox,0,0,0,500,0,1,107
Aatrox,2,10,3,13232,211193,0,2156
Udyr,11,7,5,12871,217477,0,1865
Briar,10,7,9,13190,253022,0,1816
Jhin,4,7,2,7250,45648,0,1194
Vayne,5,5,7,10500,103957,0,1465
Pyke,2,11,4,7683,21011,0,1594
Malphite,2,4,2,5918,62583,0,1172
Aatrox,6,6,2,13142,187135,0,1798
Viktor,29,4,4,16319,158344,1,1362
Mordekaiser,2,2,0,5247,52959,1,936
Morgana,8,12,10,10492,52905,0,1880
Mordekaiser,7,5,2,15327,240486,1,1690
Kindred,2,0,3,4280,60675,1,693
Mordekaiser,14,6,4,19059,259409,1,2161
Chogath,1,13,1,10835,186809,0,2067
Volibear,6,8,9,11484,210353,1,1955
Kindred,11,6,4,14953,299500,0,1954
Yorick,19,1,4,10799,76536,1,782
Karthus,25,5,7,14169,117310,1,1157
Talon,30,1,5,14156,132587,1,1059
Kayn,5,11,5,10470,161746,0,1844
Nocturne,3,5,5,10440,206051,1,2101
Nautilus,2,10,30,11776,53115,1,2281
Thresh,5,10,34,11759,26448,1,1045
Brand,4,12,17,10090,59462,0,940
Akali,0,0,0,2156,1566,1,151
Aatrox,5,8,13,14283,188982,1,2151
Mordekaiser,4,16,2,11503,167225,0,1843
Ornn,6,6,5,10751,39197,0,1566
Samira,3,8,1,7001,56463,0,1264
Aatrox,7,10,2,13935,172777,0,2098
Veigar,4,9,4,8485,43640,0,1426
Veigar,3,8,4,7580,27337,0,1326
Aatrox,12,5,4,17265,328210,0,2252
Morgana,4,4,17,10061,65633,1,1961
Nautilus,4,5,13,9140,26263,0,1716
Mordekaiser,10,6,0,14103,209103,0,1808
Kindred,26,9,7,18587,264040,1,1993
Kindred,1,6,1,4693,69319,0,986
Sett,5,9,5,11837,161275,0,1802
MissFortune,6,14,2,12165,122876,0,1899
Rammus,1,11,10,12191,267665,0,2559
Kindred,22,21,18,25636,458365,0,3185
Mordekaiser,12,2,5,17368,395278,1,2080
Aatrox,6,10,12,12491,136791,1,2022
Aatrox,10,3,6,12266,132296,1,1503
Morgana,1,6,15,6582,18643,0,1297
Kindred,13,7,14,12586,168177,1,1543
Yorick,4,7,0,10465,130270,0,1568
Morgana,2,5,15,8403,39256,1,1421
Mordekaiser,16,6,4,19398,270809,0,2138
Nautilus,2,10,12,9807,34901,0,2404
Thresh,1,4,29,11181,56504,1,2096
Vayne,6,8,1,8853,80815,0,1517
Morgana,4,2,11,7439,30127,1,1472
Chogath,5,2,3,10046,97175,1,1376
Kindred,5,3,1,7698,126884,0,1315
Gwen,8,14,5,19161,325581,0,2795
Darius,11,8,9,13597,127455,1,1745
Braum,0,5,17,8601,20847,1,2066
Malphite,3,5,5,8557,91207,1,1616
Blitzcrank,5,5,17,13016,48898,1,2399
Morgana,1,4,7,6893,43244,0,1677
Chogath,1,7,0,6693,85675,0,1383
Mordekaiser,18,6,6,18792,236364,0,2156
Illaoi,4,0,1,6398,76225,1,996
Yuumi,0,5,7,5747,9719,0,1552
Aatrox,10,3,10,21542,365590,1,2606
TahmKench,7,6,2,12469,131545,0,1989
Aatrox,8,2,9,15292,205953,1,1773
Aatrox,2,10,7,9370,116762,0,1762
Mordekaiser,5,1,0,7455,93878,1,951
Aatrox,11,5,10,18317,273841,1,2472
Aatrox,6,2,2,8824,101849,1,1305
Teemo,2,10,3,12926,176456,1,2042
Malphite,4,7,7,10086,90741,0,1799
Nasus,11,8,2,16323,198075,0,1864
Yorick,7,9,1,17673,330597,0,2447
Lissandra,11,17,27,14284,77346,0,1287
Morgana,15,8,38,15837,108206,0,1287
Kalista,16,14,22,17843,71695,1,1577
Chogath,24,7,36,21635,194369,1,1577
Yorick,0,2,0,4606,42038,0,930
Sett,5,5,6,12859,160405,1,1878
Yuumi,1,5,3,5150,9609,0,1418
Ziggs,8,12,20,13238,54701,0,1215
Pyke,14,10,15,13357,37774,0,1215
Rammus,10,13,22,17748,82499,0,1730
Zyra,23,15,23,22390,251660,0,1730
Xerath,14,11,26,15946,77090,1,1388
Senna,16,9,35,19576,126150,1,1388
Teemo,12,17,16,16721,76711,0,1496
Ahri,9,13,30,16273,124056,0,1496
Yorick,6,5,0,9177,109214,0,1438
Nautilus,1,6,9,5828,22119,0,1282
Mordekaiser,19,7,5,19336,236212,0,2158
Nautilus,1,7,6,5714,23093,0,1382
Swain,7,10,6,10297,68727,0,1796
Mordekaiser,10,0,2,11771,131209,1,1398
Morgana,1,7,13,9025,62349,0,2073
Mordekaiser,6,3,1,10777,145259,0,1446
Maokai,5,6,20,10374,24580,1,948
Morgana,2,7,21,9926,44547,1,1804
Renata,2,8,21,10136,20623,0,1121
Kindred,8,5,11,11503,55617,0,994
Yorick,2,4,0,8654,95545,0,1428
Nautilus,3,11,19,12266,56552,0,2645
Sion,3,3,2,7615,56148,1,1504
Thresh,3,3,11,9914,32987,1,2096
Morgana,1,6,16,8206,46845,0,1746
Mordekaiser,16,12,18,17298,101709,0,1410
RekSai,4,7,6,10522,83355,0,1459
TahmKench,7,8,4,10557,90737,0,1459
Morgana,5,9,10,9014,52126,0,1726
Morgana,1,5,25,9132,51983,1,1859
Yuumi,1,1,15,8016,15123,1,1475
Leona,3,7,19,16005,55531,1,1363
Kayn,19,8,4,16003,200325,1,1363
Yuumi,1,0,5,4436,8897,1,963
Belveth,9,6,4,15649,298367,1,2167
Sett,7,8,11,18523,165849,1,1531
Chogath,12,7,8,18528,158965,1,1531
Kindred,20,10,4,20337,406790,0,2414
Braum,1,2,23,8409,13064,1,1424
Kindred,10,13,22,15062,70349,1,1219
AurelionSol,17,11,23,16957,122202,1,1219
Darius,0,0,1,2164,1674,1,138
Corki,1,0,0,2340,2874,1,138
Nautilus,0,9,5,4517,13779,0,1216
MissFortune,9,0,2,8081,55800,1,1052
Skarner,3,5,3,8533,112117,0,1573
Morgana,0,10,2,5404,21194,0,1573
Zac,4,7,5,10272,102682,0,1840
Nautilus,0,7,10,7555,30224,0,1696
Morgana,1,6,19,8832,42517,1,2008
Nautilus,0,4,22,7797,15538,1,1510
Nasus,6,5,7,15168,228630,1,2294
Nasus,2,0,0,4661,36774,1,827
Darius,10,10,3,15059,172150,1,1889
Aatrox,0,2,4,5941,55291,0,1426
Nautilus,2,9,35,12365,47063,1,2250
Leona,7,4,17,21750,101941,1,1465
Kayn,17,9,8,20750,267987,1,1465
Zac,1,6,11,6884,44333,1,1688
Mordekaiser,18,5,1,16795,226051,1,1638
Yorick,4,6,3,10599,114640,1,1429
Rammus,3,2,11,8132,129844,1,1344
Pantheon,6,8,8,13032,143244,1,2215
Aatrox,5,4,4,10899,135080,1,1591
Veigar,5,10,7,10322,60476,0,1493
Gragas,9,9,4,10277,85431,0,1493
Nautilus,4,6,9,12750,46976,1,1447
Darius,9,10,5,12750,139839,1,1447
Kindred,10,6,7,16750,87586,1,1494
Kayn,6,6,11,13560,133574,1,1494
Kindred,10,11,9,18164,473627,1,2723
Ornn,0,9,5,7950,20452,0,1193
Pyke,6,6,0,7250,46057,0,1193
Thresh,1,9,6,7344,23681,0,1710
Yuumi,2,5,6,7250,14466,0,1369
Karma,6,5,2,7250,38230,0,1369
Yuumi,4,8,7,10505,15068,1,1238
Mordekaiser,7,7,4,10535,88995,1,1238
Vayne,1,8,8,7870,64333,0,1383
Pyke,9,6,1,7502,56480,0,1383
Mordekaiser,10,7,3,11055,96922,0,1430
Kayn,0,7,1,6250,5238,0,1235
Sett,12,7,8,16005,98424,1,1375
Malphite,1,4,1,7376,86011,0,1377
Pyke,0,6,0,5750,17135,0,1522
Ornn,0,9,0,5758,33304,0,1522
Ornn,0,7,3,7450,33500,0,1294
Pyke,4,6,0,6750,32925,0,1294
Ornn,0,8,3,7100,26331,0,1327
Pyke,3,6,0,6760,30490,0,1327
Ornn,8,3,13,15877,192314,1,2199
Ornn,7,8,4,8200,39019,0,1502
Pyke,4,5,7,7500,46896,0,1502
Mordekaiser,8,10,5,11522,62488,1,1231
Pyke,6,8,8,10751,55500,1,1231
Ornn,0,6,2,6502,25093,0,1261
Kayn,2,6,0,6501,39507,0,1261
Ornn,0,7,0,5750,13707,0,1618
Pyke,0,6,0,5750,18269,0,1618
Leona,1,7,6,7250,18498,0,1305
Zac,6,7,1,7265,30520,0,1305
Leona,3,6,5,9799,54108,0,1349
Kayn,6,8,1,9768,72053,0,1349
Leona,3,6,21,21000,50596,1,1563
Kayn,23,10,3,21000,294134,1,1563
Morgana,1,8,8,12750,51037,1,1305
Kayn,8,8,2,12785,164983,1,1305
Leona,5,3,17,16030,46551,1,1461
Zac,17,5,5,16025,140687,1,1461
Morgana,4,9,13,13300,59798,1,1268
Kayn,13,5,3,13250,133911,1,1268
Mordekaiser,2,7,0,6250,39635,0,1240
Kayn,0,7,2,6260,44845,0,1240
Leona,4,6,13,13500,23403,1,1418
Mordekaiser,14,14,2,13500,103512,1,1418
Leona,1,9,5,7500,21918,0,1392
Kayn,6,7,1,7500,87633,0,1392
Morgana,3,9,19,16053,108567,1,1390
Kayn,18,6,4,16085,222498,1,1390
Leona,0,6,7,9250,21882,0,1446
Yorick,7,11,0,9250,79222,0,1446
Sett,5,6,2,7515,30025,0,1388
Vladimir,4,7,4,7510,51423,0,1388
Morgana,6,8,17,16267,66944,1,1458
Darius,17,5,5,16292,103171,1,1458
Mordekaiser,7,10,10,13530,54331,1,1271
Kayn,10,5,7,13560,134749,1,1271
Morgana,2,6,1,6757,29194,0,1340
Yorick,15,1,6,14074,117126,1,1340
Karma,1,8,5,7000,14956,0,1629
Yorick,11,7,10,15760,142073,1,1629
Morgana,8,5,8,17764,82312,1,1487
Yorick,4,6,7,10010,91226,0,1487
Morgana,6,3,16,16250,54935,1,1209
Kayn,17,2,6,16250,169508,1,1209
Kayn,5,12,1,12867,268320,0,2021
Leona,4,3,21,16500,31776,1,1534
Kayn,22,6,4,16525,258976,1,1534
Leona,0,6,5,7000,14892,0,1356
Kayn,5,7,0,7050,65117,0,1356
Aatrox,3,8,1,9249,112956,0,1493
Aatrox,3,10,2,7000,47654,0,1231
Yorick,2,6,2,8035,43456,0,1231
Leona,1,2,24,16280,51690,1,1199
Kayn,24,4,1,16310,286145,1,1199
Talon,5,5,9,10255,86835,0,1301
Kayn,9,6,5,10255,95452,0,1301
Ornn,9,6,8,10000,67888,0,1433
DrMundo,8,9,9,10020,70595,0,1433
Belveth,6,10,6,11204,180434,0,1883
Kayn,2,2,0,3481,43335,0,622
Talon,2,6,2,7700,60671,0,1303
Kayn,7,6,1,7500,29539,0,1303
Nasus,4,6,12,15522,110527,1,1360
Chogath,13,7,4,15550,150343,1,1360
Morgana,8,6,5,11540,62037,0,1279
Kayn,6,9,8,11515,131484,0,1279
Talon,2,15,13,15509,151380,1,1409
Yorick,15,6,2,15576,138493,1,1409
Kindred,7,8,2,7506,64723,0,1453
Taric,1,7,8,7512,17841,0,1453
Talon,5,14,9,15250,134809,1,1407
Swain,11,5,6,15250,137566,1,1407
Talon,5,5,17,18920,95882,1,1386
Kayn,19,5,3,18800,193913,1,1386
Talon,13,9,4,20512,115594,1,1446
Swain,9,5,13,20564,122924,1,1446
Pantheon,2,7,3,10250,104215,0,1459
Gangplank,4,5,2,9698,283444,0,1459
Mordekaiser,6,8,6,13001,104626,1,1209
Kayn,6,8,6,13027,169120,1,1209
Mordekaiser,4,6,7,10754,64654,1,1294
Kayn,7,5,4,10758,90477,1,1294
Belveth,1,8,2,7164,83378,0,1350
Annie,5,5,1,7000,37394,0,1350
Veigar,10,10,11,19063,107612,1,1470
Yorick,13,3,11,19000,164871,1,1470
Sett,3,9,3,7250,41716,0,1488
Urgot,4,6,3,7250,24266,0,1488
Belveth,6,13,8,15443,308748,0,2561
Mordekaiser,8,11,4,17723,264133,1,2709
Belveth,0,1,4,5169,107799,1,999
MissFortune,3,5,2,6868,65031,1,1190
Leona,6,9,18,11447,31759,1,1063
Milio,2,2,42,11671,32187,1,1063
Velkoz,6,6,31,10724,42040,1,897
Nunu,8,7,39,11370,59541,1,897
Braum,4,12,44,13822,27830,1,1320
Seraphine,2,14,13,11195,46984,1,1483
Seraphine,10,9,10,17787,126997,1,1483
Urgot,2,6,1,8141,107999,0,1520
Aatrox,5,9,4,10778,147378,0,1687
Yorick,8,6,1,16713,257661,0,2044
Kayle,11,6,17,19552,278530,1,2245
Leona,1,12,16,9499,29815,1,2245
DrMundo,3,3,3,12985,172865,1,1825
Nautilus,3,4,13,8859,29124,1,1825
Mordekaiser,12,5,6,16774,248180,1,2186
Morgana,3,5,19,11093,62636,1,2186
Aatrox,2,12,0,11130,167485,0,1921
Sett,0,5,1,3788,36863,0,922
Yone,2,12,1,10077,150690,1,1820
Akshan,12,4,6,17334,218394,1,1820
Jhin,13,4,7,16012,206494,1,1987
Nautilus,0,9,14,9068,43819,1,1987
Senna,0,0,0,660,0,0,188
Blitzcrank,0,0,0,683,194,0,188
Lux,3,9,9,7957,37796,0,709
Blitzcrank,10,10,4,9252,20657,0,709
Yorick,6,11,4,14054,196053,0,2004
Kayn,4,6,8,9788,211264,1,1641
Belveth,0,0,0,579,4048,1,111
Zyra,7,12,13,12219,41473,0,1213
Vayne,12,16,15,15168,88024,0,1213
Lillia,10,5,8,13179,257715,1,1618
Senna,13,4,19,15550,147609,1,1618
Illaoi,12,4,7,17257,304331,1,1942
Belveth,8,11,0,13820,312595,1,1942
Mordekaiser,15,12,22,13472,66243,1,1019
Swain,11,6,41,13818,70407,1,1019
Samira,3,1,1,5991,13384,0,652
Samira,1,3,1,6118,39862,0,652
Yone,9,11,12,20966,256960,1,1765
Yone,18,10,4,27643,369096,1,1765
Kayn,9,10,8,18261,149692,1,1590
Kayn,7,11,11,14561,142137,1,1590
Yorick,1,3,0,6906,35895,0,830
Yorick,1,5,1,7239,50237,0,830
Thresh,2,6,15,11041,69472,1,1518
Thresh,2,3,22,14043,111417,1,1518
Anivia,4,13,10,12494,68109,0,1677
Anivia,8,9,8,18364,195984,0,1677
Ornn,4,14,9,9393,103813,0,1973
Jhin,11,9,14,14659,205812,0,1973
Illaoi,9,11,4,18647,339220,0,2813
Belveth,6,3,0,7337,129046,0,1138
Belveth,2,1,4,6660,101872,1,1167
Yasuo,5,2,1,11263,103543,1,983
Illaoi,4,3,3,9869,81134,1,965
Illaoi,2,4,6,9660,90326,1,965
Ashe,1,5,12,9777,40326,1,1167
Ashe,16,5,6,18443,167450,1,1167
Gragas,4,5,11,13097,58364,1,1437
Gragas,11,6,5,17798,148093,1,1437
Singed,8,8,6,13058,75279,0,1324
Singed,5,6,10,14554,114197,0,1324
Sett,5,11,4,11226,119365,0,1763
Kindred,16,13,8,16596,229357,0,1889
Aatrox,8,10,7,17777,247337,1,2200
Urgot,5,5,4,12318,138344,0,1771
Urgot,8,1,0,11891,84071,1,821
Yorick,19,5,6,17126,254808,1,1806
Kayn,3,9,2,9473,212979,0,1586
Gragas,2,6,4,8901,38951,1,1185
Gragas,7,1,3,12470,82064,1,1185
Veigar,3,8,6,10807,51026,0,1365
Veigar,8,4,2,15913,154739,0,1365
Kaisa,6,8,6,15133,123476,1,1537
Kaisa,7,5,7,15152,109595,1,1537
Vayne,1,6,4,8827,36941,1,1168
Vayne,0,5,5,9724,77424,1,1168
Urgot,2,4,0,6610,66886,0,1007
Camille,2,1,1,4555,10595,0,1007
Yorick,11,8,2,12691,154041,0,1616
Yorick,8,2,0,7783,71692,1,941
Aatrox,2,8,3,12935,206547,0,2289
Kayn,8,15,6,11710,178987,0,1867
Kayn,12,7,8,17791,355749,1,2429
Urgot,3,7,1,8649,62480,0,1256
Camille,0,8,0,4812,18098,0,1256
Kindred,4,4,2,6567,110565,0,1057
Smolder,0,3,3,5273,59934,0,1057
Jax,2,6,5,6465,24331,0,808
Jax,6,7,1,8975,41612,0,808
Alistar,3,2,9,10297,32899,1,1138
Alistar,6,5,3,12911,90882,1,1138
Viktor,17,5,23,18359,141516,0,1215
Nunu,10,19,25,13426,50313,0,1215
Samira,27,12,22,21118,188309,0,1235
Swain,9,12,31,12954,79797,0,1235
Kayn,13,4,7,11954,166713,1,1517
Rammus,5,4,28,13831,229781,1,1927
Nunu,2,5,9,6875,48665,0,829
Nunu,7,2,3,9549,63740,0,829
Aatrox,3,11,5,13625,248518,0,2122
Aatrox,2,2,1,8078,105442,1,1118
Jhin,4,5,1,9117,55575,0,769
Singed,13,8,21,20809,172160,0,1936
Camille,6,6,7,8606,36271,0,1201
Urgot,8,7,6,10267,83040,0,1201
Veigar,6,17,20,13635,60355,1,1320
Brand,9,7,32,15458,96491,1,1320
Samira,23,11,5,20814,248604,1,2083
Nautilus,1,12,23,11177,35322,1,2083
Mordekaiser,14,4,1,14143,184966,1,1774
Aatrox,4,9,3,10164,117115,0,1650
Aatrox,6,8,2,14580,209045,0,2250
Aatrox,3,13,1,8103,83691,0,1661
Aatrox,13,5,5,14294,163585,1,1779
Sett,4,16,9,18252,331289,1,3131
Aatrox,18,4,9,15709,156821,1,1689
Neeko,5,6,10,12618,159423,0,2548
Darius,3,13,2,10932,124580,0,1837
Belveth,4,10,6,12818,271581,0,2120
Chogath,7,2,5,10991,107159,1,1423
Samira,23,10,2,22279,354298,0,2294
Morgana,1,7,23,11437,66533,0,2294
Belveth,7,15,2,14163,101135,0,1202
Aatrox,22,4,11,25210,387955,1,2821
Aatrox,13,0,6,12911,167572,1,1668
Aatrox,6,5,0,10447,114355,0,1323
Kindred,8,6,8,11768,93634,0,855
Kindred,10,0,3,11523,96142,1,764
Aatrox,15,8,7,16936,184555,0,2471
Kindred,4,3,3,5388,56630,1,927
Sion,8,9,8,13634,160371,0,2067
Sett,16,9,8,18333,239323,1,2484
Sett,7,1,0,7677,67182,1,974
Samira,4,17,5,16029,110788,0,1282
Lillia,6,11,4,11842,73337,0,987
Thresh,4,5,1,7020,27169,0,643
Swain,2,14,7,11863,85655,0,1121
Kindred,8,14,9,14319,115117,1,1198
Urgot,9,12,8,19256,138086,1,1198
Zilean,3,8,18,11937,42325,1,1073
Vladimir,17,4,9,20079,223025,1,1073
Yuumi,2,0,11,7859,13143,1,695
Viktor,11,3,1,11718,92918,1,695
Sett,5,4,7,9694,28190,1,798
Kaisa,15,4,6,14922,129496,1,798
Sona,1,9,7,7248,20305,0,776
Sett,10,11,9,18517,117805,1,1459
Teemo,10,10,15,17228,117437,0,1412
Belveth,5,9,6,10365,124240,0,1667
Thresh,5,7,19,10452,26823,0,1039
Brand,4,11,4,15523,244292,1,2462
Swain,4,12,7,10357,46666,1,2462
Thresh,9,0,5,9040,87473,1,1116
Blitzcrank,4,0,7,6017,11382,1,1116
Mordekaiser,18,6,4,21847,378259,1,2604
Lux,15,9,32,15190,61957,1,1157
Mordekaiser,14,11,2,18829,274928,0,2369
Mordekaiser,16,5,6,18108,187358,1,1936
Rammus,2,10,11,11001,200783,0,2403
Samira,4,15,10,15701,233295,1,2707
Samira,9,13,6,12997,128932,0,1761
RekSai,4,11,6,8395,139265,0,1547
Sett,3,13,34,12680,44666,1,1303
Kaisa,8,12,18,15709,74120,1,1482
Ahri,13,14,15,18959,106721,0,1702
Aatrox,16,9,42,18389,127223,1,1450
Maokai,1,13,41,12969,49054,0,1304
Aatrox,6,5,0,9428,122245,0,1355
Mordekaiser,8,10,6,15548,195811,1,2086
Darius,16,10,4,19530,227268,0,2482
Morgana,3,3,8,6976,23687,1,1170
Nautilus,0,0,0,500,320,0,108
Morgana,5,7,4,9331,45396,1,1745
Kayn,12,11,13,19591,454180,1,2991
Ornn,2,10,7,9943,97013,1,1663
Lillia,13,7,11,14583,246041,1,1663
Rammus,4,8,17,12610,238167,0,2070
MissFortune,16,10,6,17619,164920,0,2070
Aatrox,5,14,4,14689,221361,0,2370
Kayle,1,8,1,8164,113091,0,1391
Morgana,9,12,13,14653,108921,1,2325
Mordekaiser,15,4,4,17673,197872,1,1783
Urgot,8,12,1,16249,227927,0,2286
Kayn,11,8,14,16068,307218,1,2080
Akali,5,6,5,11519,132164,0,2084
Pantheon,5,12,4,10550,108067,0,2084
Samira,10,14,8,16151,187058,0,1972
Pyke,13,12,14,14411,43027,0,1972
Vex,26,12,13,21516,269615,1,2283
Samira,1,19,4,15036,208335,1,2283
Samira,14,13,7,21135,302334,1,2429
Pyke,13,15,15,17068,81355,1,2429
Yasuo,7,12,2,12177,140171,0,1725
Malphite,4,8,12,9852,54649,0,1725
Lux,5,13,8,12777,89566,1,2259
Morgana,9,8,10,16666,159261,1,2259
Kaisa,14,11,16,11663,38951,0,945
Samira,2,15,8,12068,161677,0,2013
Chogath,8,11,7,11339,55610,0,2013
Samira,5,5,2,12769,124808,1,2188
Kayn,18,9,12,19483,461497,1,2188
Xerath,5,1,6,9810,112755,1,1601
Chogath,7,2,9,9516,67302,1,1601
Samira,0,8,2,4244,33777,0,914
Chogath,2,7,0,4124,12246,0,914
Pantheon,8,9,5,11044,77633,1,1639
Pyke,13,9,8,11748,46441,1,1639
Yorick,3,5,3,11106,121368,1,1356
Thresh,1,4,10,6381,15939,1,1356
Leona,2,3,22,10158,27340,1,1805
Kayle,12,7,11,18515,281227,0,2272
Jax,7,11,11,13670,244864,0,2272
Teemo,13,14,11,20186,259280,1,2634
Nocturne,8,4,6,11483,226389,1,1631
Mordekaiser,0,0,0,622,1014,1,138
Pyke,27,13,16,21076,62615,1,1731
Xerath,15,16,40,21307,91212,1,1953
Akshan,35,15,28,29281,267191,1,1953
Thresh,4,3,15,8224,22813,1,1596
Urgot,3,5,7,9686,113658,1,1596
Morgana,0,5,9,8966,33535,1,2000
Mordekaiser,9,5,5,16181,233241,1,2000
Kindred,10,10,13,10783,44490,0,985
Vayne,9,12,2,10587,100616,0,1552
Aatrox,13,15,15,15623,103217,0,1415
Lillia,1,11,5,9385,205192,0,2076
Samira,17,11,5,21503,259094,0,2076
Yorick,5,1,4,13349,195098,1,1777
Zilean,0,4,9,7933,25798,1,1777
Samira,14,7,5,18844,241323,1,1966
Thresh,1,7,18,10024,15325,1,1966
Aatrox,8,4,3,12357,141077,0,1533
Thresh,1,10,6,6144,18439,0,1406
Thresh,1,10,14,7021,10378,0,1612
Thresh,2,3,2,3710,4395,0,771
Kindred,38,14,31,21742,145303,1,1363
Naafiri,8,12,4,8824,85414,0,1713
Mordekaiser,13,12,21,13894,70708,1,1180
Brand,5,13,11,14869,357703,0,2617
Samira,4,13,3,15768,207788,0,2617
Samira,7,11,1,11830,147902,0,1912
Tryndamere,9,10,18,10619,49136,0,812
Braum,3,9,40,12122,16211,1,1082
Pantheon,14,13,16,13671,46521,0,1073
Kayn,2,7,9,16450,75521,0,923
Mordekaiser,3,6,4,15400,70593,0,1189
Yuumi,3,3,16,22835,24778,1,1006
Kayn,11,7,4,19490,55161,1,1020
Lillia,3,7,3,12111,60893,0,1015
Sett,11,4,10,23850,121537,1,1103
Samira,6,6,2,12622,144375,0,1801
Kayn,8,10,4,14729,298276,0,2250
Nami,3,9,42,11921,24034,1,1119
Nasus,16,5,11,20611,384314,1,2499
Pyke,16,10,18,13734,28247,0,1100
Yone,7,11,15,12665,86976,1,1146
Varus,11,5,18,14394,79289,1,1146
Pyke,4,6,6,19100,45833,1,931
Yorick,6,7,3,19450,70861,1,931
Lillia,7,9,9,23196,85024,1,1073
Yorick,10,4,8,23266,105897,1,1073
Naafiri,7,7,6,19100,82025,1,1056
Yorick,6,5,7,19100,110933,1,1056
Naafiri,8,10,1,10792,158317,0,1835
Naafiri,7,10,2,18775,78262,0,1016
Lillia,6,7,8,22465,139643,1,1193
Naafiri,0,8,6,12060,54266,0,1002
Yorick,7,5,0,12078,38849,0,1002
Naafiri,0,8,0,11350,48174,0,1006
Yorick,1,7,0,11350,25940,0,1006
Mordekaiser,12,5,0,19100,90674,0,918
Kayn,0,7,6,19100,83332,0,918
MissFortune,26,20,23,24653,196551,1,1769
Samira,27,7,3,22584,324727,1,2211
Lillia,3,14,6,9146,135651,0,1809
Lillia,12,8,10,15358,219314,1,2209
Yone,8,17,25,14585,92115,0,1241
Ezreal,3,10,20,9002,55130,0,889
Samira,2,9,2,10072,109965,0,1844
Akali,10,13,14,12932,35381,1,1159
Akali,6,8,6,16800,60909,0,1021
Yorick,9,6,5,3870,45555,0,1021
Mordekaiser,3,6,3,12400,39924,0,889
Kayn,4,7,3,12400,42525,0,889
Mordekaiser,5,7,8,20025,103181,1,987
Yorick,7,5,6,19450,104218,1,987
Mordekaiser,4,6,8,19822,54227,1,885
Kayn,12,3,3,19834,105142,1,885
Mordekaiser,4,7,6,15750,72294,1,777
Kayn,6,6,4,12750,57741,1,777
Samira,2,11,4,13100,81578,0,1030
Mordekaiser,5,6,3,13100,81498,0,1030
Mordekaiser,11,6,5,19900,87903,1,1053
Yorick,5,5,10,19895,56681,1,1053
Mordekaiser,4,8,5,18750,40303,1,936
Kayn,6,6,4,18750,87093,1,936
Mordekaiser,8,5,7,20150,68696,1,871
Kayn,9,5,8,20200,79435,1,871
Mordekaiser,9,5,4,19805,88391,1,967
Kayn,6,6,7,19810,90508,1,967
FiddleSticks,6,9,28,14641,78200,0,1380
Kindred,4,15,3,9197,174197,0,1846
